ts,value
1707148047,0.4162499999999998
1707148062,0.44865384615384585
1707148077,0.4782407407407405
1707148092,0.4435714285714281
1707148107,0.4274193548387097
1707148122,0.3792741935483869
1707148137,0.34983870967741837
1707148152,0.2864516129032257
1707148167,0.24998837209302324
1707148182,0.2488983679525223
1707148197,0.24839772727272724
1707148212,0.2478294218660561
1707148227,0.24748154981549814
1707148242,0.2467876293508937
1707148257,0.24644870651204284
1707148272,0.24696317606444185
1707148287,0.24673980134799572
1707148302,0.2466140403736065
1707148317,0.24954593314030007
1707148332,0.39054662379421234
1707148347,0.39375362318840657
1707148362,0.44166225749559024
1707148377,0.43950757575757593
1707148392,0.4358358895705521
1707148407,0.46428964757709235
1707148422,0.4578342391304343
1707148437,0.4557528856243437
1707148452,0.45495638200183675
1707148467,0.4531038324420675
1707148482,0.45646778916544645
1707148497,0.4922004013761463
1707148512,0.4975119731800768
1707148527,0.49691170257710204
1707148542,0.4947913756983242
1707148557,0.5499027237354114
1707148572,0.8492261251372124
1707148587,1.4149929873772833
1707148602,1.7542953321364483
1707148617,1.7286175942549407
1707148632,1.9004604833442191
1707148647,1.9236938031591724
1707148662,2.336091549295775
1707148677,4.100487012987015
1707148692,7.903338696701545
1707148707,9.821227929373986
1707148722,10
1707148737,10
1707148752,10
1707148767,10
1707148782,10
1707148797,10
1707148812,10
1707148827,10
1707148842,10
1707148857,10
1707148872,10
1707148887,10
1707148902,10
1707148917,10
1707148932,10
